TransactionID,CustomerID,ProductID,FechaCompra,Cantidad,MontoTotal,MedioPago
TXN-00092,CLI-0017,PRD-025,2024-07-07,1.0,9.99,Tarjeta Crédito
TXN-01955,CLI-0062,PRD-007,2024-07-07,4.0,239.96,Transferencia
TXN-01291,CLI-0107,PRD-003,2024-07-07,3.0,89.97,Tarjeta Débito
TXN-01496,CLI-0090,PRD-007,2024-07-07,1.0,59.99,Tarjeta Crédito
TXN-00033,CLI-0099,PRD-006,2024-07-07,1.0,249.99,Transferencia
TXN-00531,CLI-0021,PRD-010,2024-07-07,1.0,34.99,Transferencia
TXN-01247,CLI-0149,PRD-013,2024-07-07,2.0,89.98,Efectivo
TXN-02268,CLI-0094,PRD-008,2024-07-08,2.0,79.98,PayPal
TXN-02049,CLI-0080,PRD-004,2024-07-08,3.0,269.97,Tarjeta Débito
TXN-02075,CLI-0020,PRD-024,2024-07-08,4.0,119.96,Transferencia
TXN-01640,CLI-0112,PRD-013,2024-07-08,2.0,89.98,Efectivo
TXN-01093,CLI-0036,PRD-018,2024-07-08,2.0,29.98,PayPal
TXN-02702,CLI-0151,PRD-003,2024-07-08,2.0,59.98,PayPal
TXN-01161,CLI-0155,PRD-018,2024-07-08,2.0,29.98,PayPal
TXN-01903,CLI-0162,PRD-003,2024-07-08,4.0,119.96,Transferencia
TXN-01615,CLI-0009,PRD-003,2024-07-08,3.0,89.97,Tarjeta Crédito
TXN-02338,CLI-0065,PRD-012,2024-07-08,,39.98,Tarjeta Débito
TXN-00207,CLI-0117,PRD-007,2024-07-08,1.0,59.99,Tarjeta Crédito
TXN-01575,CLI-0103,PRD-021,2024-07-08,5.0,124.95,Tarjeta Débito
TXN-00050,CLI-0140,PRD-013,2024-07-08,1.0,44.99,Tarjeta Débito
TXN-02154,CLI-0048,PRD-025,2024-07-09,5.0,49.95,Transferencia
TXN-01925,CLI-0023,PRD-004,2024-07-09,1.0,89.99,PayPal
TXN-02282,CLI-0093,PRD-002,2024-07-09,2.0,1399.98,Transferencia
TXN-01645,CLI-0170,PRD-008,2024-07-09,1.0,39.99,Tarjeta Débito
TXN-02463,CLI-0132,PRD-017,2024-07-09,3.0,1649.97,Efectivo
TXN-02024,CLI-0092,PRD-006,2024-07-09,1.0,249.99,Tarjeta Crédito
TXN-02601,CLI-0146,PRD-011,2024-07-09,1.0,12.99,Tarjeta Crédito
TXN-02742,CLI-0063,PRD-001,2024-07-09,5.0,6499.95,PayPal
TXN-01608,CLI-0080,PRD-001,2024-07-09,3.0,3899.97,Transferencia
TXN-02397,CLI-0001,PRD-003,2024-07-10,4.0,119.96,Efectivo
TXN-00518,CLI-0129,PRD-004,2024-07-10,1.0,89.99,Efectivo
TXN-02959,CLI-0189,PRD-011,2024-07-10,2.0,25.98,Tarjeta Débito
TXN-02314,CLI-0087,PRD-022,2024-07-10,1.0,89.99,Tarjeta Crédito
TXN-00077,CLI-0023,PRD-011,2024-07-10,5.0,,Tarjeta Débito
TXN-02856,CLI-0051,PRD-010,2024-07-10,2.0,69.98,Tarjeta Débito
TXN-02838,CLI-0133,PRD-007,2024-07-10,5.0,299.95,Transferencia
TXN-02706,CLI-0178,PRD-004,2024-07-11,3.0,269.97,Tarjeta Crédito
TXN-02458,CLI-0002,PRD-004,2024-07-11,3.0,269.97,Tarjeta Débito
TXN-02189,CLI-0159,PRD-008,2024-07-11,2.0,79.98,Tarjeta Débito
TXN-01532,CLI-0156,PRD-020,2024-07-11,5.0,79.95,Tarjeta Crédito
TXN-02118,CLI-0087,PRD-014,2024-07-11,2.0,69.98,Tarjeta Crédito
TXN-02714,CLI-0130,PRD-006,2024-07-11,1.0,249.99,Tarjeta Crédito
TXN-01754,CLI-0171,PRD-003,2024-07-11,4.0,119.96,Tarjeta Débito
TXN-02410,CLI-0069,PRD-020,2024-07-11,1.0,15.99,Tarjeta Crédito
TXN-00165,CLI-0108,PRD-002,2024-07-11,5.0,3499.95,Transferencia
TXN-02526,CLI-0044,PRD-007,2024-07-12,1.0,59.99,PayPal
TXN-00546,CLI-0015,PRD-014,2024-07-12,5.0,174.95,Tarjeta Crédito
TXN-02323,CLI-0125,PRD-007,2024-07-12,2.0,119.98,Tarjeta Crédito
TXN-00862,CLI-0034,PRD-021,2024-07-12,2.0,49.98,Tarjeta Débito
TXN-02477,CLI-0069,PRD-012,2024-07-12,3.0,59.97,Transferencia
TXN-00897,CLI-0107,PRD-014,2024-07-12,1.0,34.99,Tarjeta Crédito
TXN-01809,CLI-0184,PRD-018,2024-07-12,3.0,44.97,Tarjeta Crédito
TXN-01176,CLI-0042,PRD-008,2024-07-12,1.0,39.99,Tarjeta Crédito
TXN-00878,CLI-0146,PRD-003,2024-07-12,1.0,29.99,Tarjeta Débito
TXN-00288,CLI-0045,PRD-018,2024-07-13,1.0,14.99,Transferencia
TXN-02695,CLI-0026,PRD-001,2024-07-13,4.0,5199.96,PayPal
TXN-00864,CLI-0114,PRD-008,2024-07-13,1.0,39.99,Efectivo
TXN-02944,CLI-0017,PRD-012,2024-07-13,5.0,99.95,PayPal
TXN-01881,CLI-0129,PRD-015,2024-07-13,1.0,399.99,Tarjeta Débito
TXN-01525,CLI-0110,PRD-007,2024-07-13,1.0,59.99,Tarjeta Crédito
TXN-01670,CLI-0124,PRD-008,2024-07-14,3.0,119.97,Tarjeta Crédito
TXN-02419,CLI-0100,PRD-003,2024-07-14,1.0,29.99,Tarjeta Débito
TXN-00022,CLI-0038,PRD-007,2024-07-14,4.0,239.96,Tarjeta Débito
TXN-01647,CLI-0090,PRD-001,2024-07-14,1.0,1299.99,Transferencia
TXN-01000,CLI-0081,PRD-006,2024-07-15,4.0,999.96,Tarjeta Crédito
TXN-01450,CLI-0146,PRD-011,2024-07-15,1.0,12.99,Transferencia
TXN-02655,CLI-0177,PRD-004,2024-07-15,2.0,179.98,PayPal
TXN-00381,CLI-0172,PRD-007,2024-07-15,4.0,239.96,Tarjeta Débito
TXN-01193,CLI-0117,PRD-012,2024-07-15,1.0,19.99,Tarjeta Débito
TXN-01869,CLI-0015,PRD-004,2024-07-15,1.0,89.99,Tarjeta Débito
TXN-01444,CLI-0175,PRD-023,2024-07-15,5.0,1749.95,Transferencia
TXN-01771,CLI-0057,PRD-015,2024-07-15,4.0,1599.96,Efectivo
TXN-01410,CLI-0149,PRD-004,2024-07-15,4.0,359.96,Efectivo
TXN-01424,CLI-0027,PRD-016,2024-07-16,1.0,299.99,Tarjeta Débito
TXN-00724,CLI-0161,PRD-004,2024-07-16,2.0,179.98,Transferencia
TXN-01264,CLI-0183,PRD-014,2024-07-16,3.0,104.97,Efectivo
TXN-01431,CLI-0025,PRD-018,2024-07-16,1.0,14.99,Tarjeta Crédito
TXN-02612,CLI-0125,PRD-018,2024-07-16,3.0,44.97,Transferencia
TXN-00610,CLI-0020,PRD-009,2024-07-16,3.0,224.97,Tarjeta Crédito
TXN-00082,CLI-0153,PRD-003,2024-07-17,2.0,59.98,Tarjeta Crédito
TXN-00290,CLI-0087,PRD-012,2024-07-17,2.0,39.98,Tarjeta Crédito
TXN-01283,CLI-0051,PRD-011,2024-07-17,4.0,51.96,Tarjeta Crédito
TXN-01477,CLI-0023,PRD-009,2024-07-17,5.0,374.95,Tarjeta Débito
TXN-01007,CLI-0129,PRD-010,2024-07-17,1.0,34.99,Tarjeta Crédito
TXN-00439,CLI-0146,PRD-011,2024-07-17,1.0,12.99,Efectivo
TXN-01974,CLI-0086,PRD-005,2024-07-17,1.0,449.99,Tarjeta Crédito
TXN-01483,CLI-0053,PRD-014,2024-07-17,1.0,34.99,Tarjeta Crédito
TXN-00307,CLI-0001,PRD-007,2024-07-17,3.0,179.97,Efectivo
TXN-02493,CLI-0134,PRD-012,2024-07-17,5.0,99.95,PayPal
TXN-01551,CLI-0189,PRD-020,2024-07-17,2.0,31.98,Efectivo
TXN-00934,CLI-0098,PRD-019,2024-07-17,5.0,549.95,Tarjeta Crédito
TXN-02992,CLI-0045,PRD-011,2024-07-17,2.0,25.98,Tarjeta Crédito
TXN-02687,CLI-0074,PRD-003,2024-07-18,3.0,89.97,Tarjeta Débito
TXN-02059,CLI-0117,PRD-011,2024-07-18,1.0,12.99,Tarjeta Débito
TXN-00099,CLI-0179,PRD-011,2024-07-18,1.0,12.99,Tarjeta Crédito
TXN-02486,CLI-0062,PRD-016,2024-07-18,5.0,1499.95,Tarjeta Crédito
TXN-02602,CLI-0085,PRD-016,2024-07-18,5.0,1499.95,Tarjeta Crédito
TXN-00452,CLI-0179,PRD-006,2024-07-19,4.0,999.96,PayPal
TXN-02932,CLI-0103,PRD-010,2024-07-19,4.0,139.96,Efectivo
TXN-02021,CLI-0180,PRD-013,2024-07-19,3.0,134.97,Tarjeta Débito
TXN-01522,CLI-0077,PRD-014,2024-07-19,1.0,34.99,Tarjeta Crédito
TXN-00704,CLI-0157,PRD-016,2024-07-19,1.0,299.99,Tarjeta Crédito
TXN-01254,CLI-0023,PRD-002,2024-07-19,3.0,2099.97,Transferencia
TXN-01111,CLI-0088,PRD-019,2024-07-19,2.0,219.98,Tarjeta Débito
TXN-01530,CLI-0007,PRD-002,2024-07-19,3.0,2099.97,Transferencia
TXN-02264,CLI-0031,PRD-014,2024-07-19,1.0,34.99,PayPal
TXN-02198,CLI-0051,PRD-004,2024-07-19,1.0,89.99,Tarjeta Débito
TXN-00107,CLI-0087,PRD-006,2024-07-19,2.0,499.98,Transferencia
TXN-01752,CLI-0040,PRD-018,2024-07-19,2.0,29.98,Tarjeta Débito
TXN-01332,CLI-0169,PRD-008,2024-07-19,3.0,119.97,Transferencia
TXN-02800,CLI-0173,PRD-003,2024-07-19,1.0,29.99,Tarjeta Crédito
TXN-02365,CLI-0115,PRD-003,2024-07-19,1.0,29.99,Tarjeta Débito
TXN-00465,CLI-0021,PRD-018,2024-07-19,5.0,74.95,Tarjeta Crédito
TXN-02548,CLI-0003,PRD-007,2024-07-20,4.0,239.96,Transferencia
TXN-00166,CLI-0012,PRD-019,2024-07-20,1.0,109.99,Tarjeta Crédito
TXN-02517,CLI-0112,PRD-009,2024-07-20,4.0,299.96,Transferencia
TXN-01151,CLI-0132,PRD-018,2024-07-20,2.0,29.98,Tarjeta Débito
TXN-02863,CLI-0057,PRD-022,2024-07-21,1.0,89.99,Tarjeta Crédito
TXN-01892,CLI-0112,PRD-011,2024-07-21,1.0,12.99,Tarjeta Crédito
TXN-02862,CLI-0153,PRD-012,2024-07-21,4.0,79.96,Transferencia
TXN-02371,CLI-0075,PRD-002,2024-07-21,3.0,2099.97,PayPal
TXN-02831,CLI-0105,PRD-014,2024-07-21,1.0,34.99,PayPal
TXN-00343,CLI-0155,PRD-004,2024-07-21,5.0,449.95,PayPal
TXN-00788,CLI-0054,PRD-009,2024-07-22,2.0,149.98,Efectivo
TXN-02117,CLI-0082,PRD-024,2024-07-22,1.0,29.99,Tarjeta Débito
TXN-02849,CLI-0121,PRD-005,2024-07-22,1.0,449.99,Transferencia
TXN-00216,CLI-0186,PRD-010,2024-07-22,2.0,69.98,Tarjeta Crédito
TXN-00826,CLI-0185,PRD-007,2024-07-22,1.0,59.99,Tarjeta Débito
TXN-02483,CLI-0100,PRD-001,2024-07-22,1.0,1299.99,Tarjeta Crédito
TXN-01938,CLI-0106,PRD-010,2024-07-22,1.0,34.99,Tarjeta Crédito
TXN-01407,CLI-0010,PRD-020,2024-07-22,1.0,15.99,Tarjeta Débito
TXN-01174,CLI-0131,PRD-002,2024-07-22,1.0,699.99,PayPal
TXN-02864,CLI-0115,PRD-016,2024-07-23,2.0,599.98,Tarjeta Crédito
TXN-00223,CLI-0068,PRD-008,2024-07-23,5.0,199.95,PayPal
TXN-02700,CLI-0022,PRD-009,2024-07-23,4.0,299.96,Transferencia
TXN-01598,CLI-0143,PRD-005,2024-07-23,2.0,899.98,Efectivo
TXN-01578,CLI-0112,PRD-005,2024-07-23,2.0,899.98,PayPal
TXN-01279,CLI-0012,PRD-013,2024-07-23,3.0,134.97,Tarjeta Crédito
TXN-00391,CLI-0183,PRD-014,2024-07-23,3.0,104.97,Transferencia
TXN-02442,CLI-0080,PRD-019,2024-07-24,3.0,329.97,Tarjeta Débito
TXN-02008,CLI-0040,PRD-011,2024-07-24,3.0,38.97,Transferencia
TXN-00755,CLI-0027,PRD-009,2024-07-24,1.0,74.99,Tarjeta Crédito
TXN-01671,CLI-0080,PRD-019,2024-07-24,1.0,109.99,PayPal
TXN-01451,CLI-0110,PRD-009,2024-07-24,1.0,74.99,Tarjeta Débito
TXN-01240,CLI-0044,PRD-009,2024-07-24,2.0,149.98,Transferencia
TXN-01980,CLI-0176,PRD-007,2024-07-24,2.0,119.98,Tarjeta Crédito
TXN-01094,CLI-0114,PRD-020,2024-07-24,4.0,63.96,Tarjeta Crédito
TXN-01231,CLI-0180,PRD-003,2024-07-24,1.0,29.99,Tarjeta Débito
TXN-01682,CLI-0086,PRD-012,2024-07-24,5.0,99.95,Transferencia
TXN-01128,CLI-0112,PRD-007,2024-07-24,3.0,179.97,Tarjeta Crédito
TXN-01040,CLI-0157,PRD-012,2024-07-25,4.0,79.96,PayPal
TXN-02915,CLI-0151,PRD-016,2024-07-25,4.0,1199.96,Tarjeta Crédito
TXN-02336,CLI-0024,PRD-006,2024-07-25,3.0,749.97,Transferencia
TXN-02952,CLI-0196,PRD-018,2024-07-25,3.0,44.97,Transferencia
TXN-00309,CLI-0110,PRD-015,2024-07-25,1.0,399.99,Tarjeta Crédito
TXN-01011,CLI-0146,PRD-003,2024-07-25,2.0,59.98,PayPal
TXN-00521,CLI-0162,PRD-012,2024-07-25,1.0,19.99,Tarjeta Débito
TXN-02175,CLI-0021,PRD-003,2024-07-25,1.0,29.99,Tarjeta Crédito
TXN-02240,CLI-0155,PRD-003,2024-07-25,1.0,29.99,Tarjeta Crédito
TXN-00628,CLI-0069,PRD-019,2024-07-26,2.0,219.98,Transferencia
TXN-01317,CLI-0011,PRD-004,2024-07-26,2.0,179.98,Tarjeta Débito
TXN-02998,CLI-0199,PRD-009,2024-07-26,2.0,149.98,Tarjeta Crédito
TXN-02977,CLI-0148,PRD-002,2024-07-26,3.0,2099.97,Efectivo
TXN-02567,CLI-0077,PRD-012,2024-07-26,4.0,79.96,Tarjeta Crédito
TXN-01482,CLI-0034,PRD-013,2024-07-26,2.0,89.98,Tarjeta Crédito
TXN-01742,CLI-0030,PRD-003,2024-07-26,1.0,29.99,Efectivo
TXN-02270,CLI-0138,PRD-008,2024-07-26,1.0,39.99,Tarjeta Crédito
TXN-02019,CLI-0002,PRD-017,2024-07-26,2.0,1099.98,Transferencia
TXN-01804,CLI-0055,PRD-002,2024-07-26,3.0,2099.97,Tarjeta Crédito
TXN-01512,CLI-0151,PRD-018,2024-07-26,5.0,74.95,Transferencia
TXN-00696,CLI-0179,PRD-025,2024-07-26,2.0,19.98,PayPal
TXN-00727,CLI-0165,PRD-003,2024-07-26,1.0,29.99,Transferencia
TXN-01249,CLI-0048,PRD-010,2024-07-26,2.0,69.98,Efectivo
TXN-02360,CLI-0144,PRD-013,2024-07-26,4.0,179.96,Efectivo
TXN-01207,CLI-0010,PRD-009,2024-07-26,3.0,224.97,Transferencia
TXN-01353,CLI-0019,PRD-009,2024-07-26,2.0,149.98,PayPal
TXN-02547,CLI-0062,PRD-011,2024-07-26,1.0,12.99,Tarjeta Débito
TXN-02613,CLI-0124,PRD-015,2024-07-26,1.0,399.99,Tarjeta Crédito
TXN-00587,CLI-0120,PRD-013,2024-07-27,4.0,179.96,PayPal
TXN-02711,CLI-0009,PRD-002,2024-07-27,3.0,2099.97,Transferencia
TXN-00710,CLI-0123,PRD-003,2024-07-27,1.0,29.99,Transferencia
TXN-02465,CLI-0029,PRD-002,2024-07-27,1.0,699.99,Transferencia
TXN-01415,CLI-0039,PRD-006,2024-07-27,1.0,249.99,Tarjeta Crédito
TXN-01722,CLI-0069,PRD-014,2024-07-27,3.0,104.97,Tarjeta Crédito
TXN-00591,CLI-0074,PRD-007,2024-07-28,3.0,179.97,Tarjeta Débito
TXN-00769,CLI-0116,PRD-005,2024-07-28,4.0,1799.96,Tarjeta Crédito
TXN-02247,CLI-0139,PRD-019,2024-07-28,2.0,219.98,Tarjeta Débito
TXN-00789,CLI-0130,PRD-012,2024-07-28,1.0,19.99,Tarjeta Débito
TXN-00658,CLI-0173,PRD-008,2024-07-28,1.0,39.99,Tarjeta Débito
TXN-00481,CLI-0025,PRD-020,2024-07-29,1.0,15.99,Tarjeta Débito
TXN-00264,CLI-0111,PRD-004,2024-07-29,5.0,449.95,PayPal
TXN-00653,CLI-0080,PRD-003,2024-07-29,5.0,149.95,Tarjeta Crédito
TXN-01654,CLI-0177,PRD-010,2024-07-29,1.0,34.99,Transferencia
TXN-01797,CLI-0131,PRD-007,2024-07-29,4.0,239.96,Tarjeta Crédito
TXN-01302,CLI-0069,PRD-008,2024-07-29,1.0,39.99,Tarjeta Crédito
TXN-02218,CLI-0133,PRD-002,2024-07-29,4.0,2799.96,Tarjeta Crédito
TXN-00464,CLI-0031,PRD-003,2024-07-30,2.0,59.98,Transferencia
TXN-02031,CLI-0188,PRD-010,2024-07-30,5.0,174.95,Tarjeta Débito
TXN-02501,CLI-0185,PRD-015,2024-07-30,2.0,799.98,PayPal
TXN-02466,CLI-0135,PRD-009,2024-07-31,4.0,299.96,Tarjeta Crédito
TXN-00444,CLI-0151,PRD-024,2024-07-31,1.0,29.99,Tarjeta Débito
TXN-00557,CLI-0099,PRD-002,2024-07-31,4.0,2799.96,Tarjeta Crédito
TXN-01658,CLI-0130,PRD-010,2024-07-31,2.0,69.98,Tarjeta Crédito
TXN-02098,CLI-0165,PRD-010,2024-07-31,1.0,34.99,Tarjeta Crédito
TXN-00889,CLI-0007,PRD-019,2024-07-31,2.0,219.98,Transferencia
TXN-01698,CLI-0156,PRD-003,2024-07-31,4.0,119.96,Efectivo
TXN-02296,CLI-0049,PRD-007,2024-07-31,5.0,299.95,PayPal
TXN-02560,CLI-0041,PRD-024,2024-07-31,5.0,149.95,Tarjeta Crédito
TXN-02746,CLI-0041,PRD-009,2024-07-31,1.0,74.99,Tarjeta Crédito
TXN-01681,CLI-0113,PRD-005,2024-07-31,5.0,2249.95,Transferencia
TXN-00768,CLI-0160,PRD-003,2024-07-31,4.0,119.96,Tarjeta Crédito
TXN-00759,CLI-0008,PRD-007,2024-08-01,1.0,59.99,Tarjeta Crédito
TXN-00167,CLI-0036,PRD-007,2024-08-01,1.0,59.99,Efectivo
TXN-00584,CLI-0042,PRD-010,2024-08-01,1.0,34.99,Tarjeta Crédito
TXN-00989,CLI-0046,PRD-025,2024-08-01,3.0,29.97,Tarjeta Débito
TXN-00069,CLI-0049,PRD-006,2024-08-01,1.0,249.99,Tarjeta Débito
TXN-01644,CLI-0174,PRD-007,2024-08-01,2.0,119.98,PayPal
TXN-00315,CLI-0089,PRD-020,2024-08-01,5.0,79.95,Tarjeta Débito
TXN-01042,CLI-0035,PRD-011,2024-08-02,5.0,64.95,PayPal
TXN-02405,CLI-0183,PRD-016,2024-08-02,1.0,299.99,PayPal
TXN-02038,CLI-0013,PRD-007,2024-08-02,1.0,59.99,Transferencia
TXN-00773,CLI-0190,PRD-006,2024-08-02,2.0,499.98,Tarjeta Crédito
TXN-00790,CLI-0101,PRD-009,2024-08-02,4.0,299.96,Transferencia
TXN-00466,CLI-0090,PRD-003,2024-08-02,1.0,29.99,Tarjeta Crédito
TXN-01192,CLI-0100,PRD-002,2024-08-02,2.0,1399.98,Transferencia
TXN-00363,CLI-0111,PRD-009,2024-08-02,3.0,224.97,Efectivo
TXN-01813,CLI-0115,PRD-013,2024-08-02,1.0,44.99,Tarjeta Débito
TXN-00204,CLI-0015,PRD-010,2024-08-02,5.0,174.95,Transferencia
TXN-02274,CLI-0084,PRD-008,2024-08-02,1.0,39.99,Tarjeta Débito
TXN-02010,CLI-0046,PRD-003,2024-08-02,2.0,59.98,Tarjeta Crédito
TXN-00690,CLI-0021,PRD-006,2024-08-02,1.0,249.99,PayPal
TXN-02788,CLI-0038,PRD-007,2024-08-02,4.0,239.96,Transferencia
TXN-01359,CLI-0006,PRD-025,2024-08-02,2.0,19.98,Tarjeta Crédito
TXN-02538,CLI-0030,PRD-020,2024-08-02,2.0,31.98,Tarjeta Crédito
TXN-01156,CLI-0047,PRD-024,2024-08-02,1.0,29.99,Tarjeta Crédito
TXN-01385,CLI-0020,PRD-019,2024-08-02,1.0,109.99,Efectivo
TXN-00263,CLI-0123,PRD-011,2024-08-03,4.0,51.96,Tarjeta Débito
TXN-00141,CLI-0032,PRD-004,2024-08-03,5.0,449.95,Tarjeta Crédito
TXN-01494,CLI-0029,PRD-020,2024-08-03,1.0,15.99,PayPal
TXN-00662,CLI-0034,PRD-002,2024-08-03,1.0,699.99,Tarjeta Crédito
TXN-01531,CLI-0040,PRD-010,2024-08-03,2.0,69.98,Tarjeta Crédito
TXN-02508,CLI-0062,PRD-003,2024-08-03,1.0,29.99,Efectivo
TXN-01022,CLI-0026,PRD-016,2024-08-04,2.0,599.98,Transferencia
TXN-00220,CLI-0095,PRD-014,2024-08-04,1.0,34.99,Tarjeta Crédito
TXN-02074,CLI-0160,PRD-020,2024-08-04,5.0,79.95,Transferencia
TXN-01420,CLI-0057,PRD-014,2024-08-04,3.0,104.97,Transferencia
TXN-01357,CLI-0074,PRD-023,2024-08-04,2.0,699.98,Transferencia
TXN-00593,CLI-0052,PRD-005,2024-08-04,2.0,899.98,Transferencia
TXN-00820,CLI-0016,PRD-019,2024-08-04,2.0,219.98,Transferencia
TXN-01020,CLI-0044,PRD-016,2024-08-05,5.0,1499.95,PayPal
TXN-02755,CLI-0139,PRD-025,2024-08-05,5.0,49.95,Transferencia
TXN-01973,CLI-0003,PRD-006,2024-08-05,2.0,499.98,Tarjeta Débito
TXN-00453,CLI-0170,PRD-004,2024-08-05,1.0,89.99,Tarjeta Crédito
TXN-00371,CLI-0114,PRD-008,2024-08-05,2.0,79.98,Tarjeta Débito
TXN-00215,CLI-0165,PRD-004,2024-08-05,1.0,89.99,Transferencia
TXN-01405,CLI-0152,PRD-013,2024-08-05,1.0,44.99,Tarjeta Crédito
TXN-01178,CLI-0017,PRD-025,2024-08-06,1.0,9.99,Tarjeta Débito
TXN-01220,CLI-0043,PRD-004,2024-08-06,1.0,89.99,Tarjeta Débito
TXN-02657,CLI-0133,PRD-014,2024-08-06,2.0,69.98,Efectivo
TXN-02029,CLI-0183,PRD-010,2024-08-06,1.0,34.99,Tarjeta Crédito
TXN-02116,CLI-0044,PRD-013,2024-08-06,1.0,44.99,Tarjeta Crédito
TXN-00659,CLI-0007,PRD-002,2024-08-06,2.0,1399.98,Tarjeta Crédito
TXN-01566,CLI-0069,PRD-014,2024-08-06,5.0,174.95,Tarjeta Crédito
TXN-00105,CLI-0166,PRD-021,2024-08-06,2.0,49.98,PayPal
TXN-02699,CLI-0142,PRD-016,2024-08-06,2.0,599.98,Tarjeta Débito
TXN-01345,CLI-0141,PRD-018,2024-08-07,5.0,74.95,Tarjeta Crédito
TXN-01744,CLI-0009,PRD-018,2024-08-07,4.0,59.96,Tarjeta Crédito
TXN-00111,CLI-0169,PRD-013,2024-08-07,4.0,179.96,Transferencia
TXN-01949,CLI-0074,PRD-008,2024-08-07,4.0,159.96,Transferencia
TXN-02105,CLI-0018,PRD-008,2024-08-07,5.0,199.95,Transferencia
TXN-01528,CLI-0106,PRD-003,2024-08-08,1.0,29.99,Tarjeta Crédito
TXN-01528,CLI-0106,PRD-011,2024-08-08,5.0,64.95,Transferencia
TXN-02904,CLI-0024,PRD-010,2024-08-08,1.0,34.99,Tarjeta Débito
TXN-02125,CLI-0002,PRD-011,2024-08-08,3.0,38.97,Transferencia
TXN-01851,CLI-0196,PRD-002,2024-08-08,2.0,1399.98,Tarjeta Débito
TXN-01803,CLI-0127,PRD-008,2024-08-08,5.0,199.95,Tarjeta Débito
TXN-01224,CLI-0199,PRD-018,2024-08-08,5.0,74.95,PayPal
TXN-00555,CLI-0016,PRD-010,2024-08-08,2.0,69.98,Tarjeta Crédito
TXN-01019,CLI-0079,PRD-003,2024-08-08,2.0,59.98,Tarjeta Crédito
TXN-00328,CLI-0025,PRD-009,2024-08-08,5.0,374.95,Tarjeta Crédito
TXN-02331,CLI-0002,PRD-002,2024-08-09,2.0,1399.98,Transferencia
TXN-00372,CLI-0111,PRD-017,2024-08-09,2.0,1099.98,Tarjeta Crédito
TXN-00871,CLI-0182,PRD-011,2024-08-09,3.0,38.97,Tarjeta Crédito
TXN-01039,CLI-0078,PRD-016,2024-08-09,3.0,899.97,Tarjeta Crédito
TXN-02343,CLI-0105,PRD-005,2024-08-09,1.0,449.99,Tarjeta Crédito
TXN-02688,CLI-0017,PRD-003,2024-08-09,1.0,29.99,Transferencia
TXN-01601,CLI-0182,PRD-001,2024-08-09,3.0,3899.97,Tarjeta Crédito
TXN-01123,CLI-0068,PRD-023,2024-08-09,1.0,349.99,Tarjeta Crédito
TXN-02730,CLI-0073,PRD-002,2024-08-09,4.0,2799.96,Transferencia
TXN-02428,CLI-0022,PRD-011,2024-08-09,1.0,12.99,Tarjeta Crédito
TXN-02743,CLI-0029,PRD-002,2024-08-09,1.0,699.99,Efectivo
TXN-01248,CLI-0156,PRD-016,2024-08-09,1.0,299.99,Efectivo
TXN-02912,CLI-0055,PRD-012,2024-08-09,1.0,19.99,Tarjeta Crédito
TXN-01390,CLI-0154,PRD-019,2024-08-09,1.0,109.99,Transferencia
TXN-02028,CLI-0107,PRD-001,2024-08-09,4.0,5199.96,Tarjeta Crédito
TXN-01221,CLI-0154,PRD-011,2024-08-09,1.0,12.99,Tarjeta Débito
TXN-01507,CLI-0127,PRD-020,2024-08-10,4.0,63.96,Tarjeta Débito
TXN-00243,CLI-0156,PRD-018,2024-08-10,2.0,29.98,Tarjeta Débito
TXN-00252,CLI-0197,PRD-003,2024-08-10,3.0,89.97,Tarjeta Crédito
TXN-01308,CLI-0131,PRD-002,2024-08-10,2.0,1399.98,Tarjeta Crédito
TXN-01230,CLI-0195,PRD-010,2024-08-10,2.0,69.98,Transferencia
TXN-01202,CLI-0054,PRD-007,2024-08-10,2.0,119.98,Transferencia
TXN-00668,CLI-0134,PRD-005,2024-08-10,2.0,899.98,PayPal
TXN-00804,CLI-0113,PRD-016,2024-08-10,2.0,599.98,PayPal
TXN-01758,CLI-0161,PRD-020,2024-08-10,2.0,31.98,Tarjeta Débito
TXN-01900,CLI-0172,PRD-006,2024-08-11,2.0,499.98,Tarjeta Crédito
TXN-02435,CLI-0047,PRD-003,2024-08-11,1.0,29.99,Transferencia
TXN-00129,CLI-0001,PRD-009,2024-08-11,1.0,74.99,Tarjeta Débito
TXN-01930,CLI-0055,PRD-011,2024-08-11,3.0,38.97,Efectivo
TXN-01330,CLI-0119,PRD-004,2024-08-11,4.0,359.96,Transferencia
TXN-01828,CLI-0027,PRD-003,2024-08-12,1.0,29.99,PayPal
TXN-00938,CLI-0112,PRD-019,2024-08-12,1.0,109.99,Transferencia
TXN-02294,CLI-0029,PRD-002,2024-08-12,2.0,1399.98,Tarjeta Débito
TXN-01328,CLI-0038,PRD-020,2024-08-12,1.0,15.99,Tarjeta Débito
TXN-02667,CLI-0030,PRD-005,2024-08-12,3.0,1349.97,Tarjeta Débito
TXN-01774,CLI-0186,PRD-019,2024-08-12,5.0,549.95,Efectivo
TXN-00930,CLI-0126,PRD-018,2024-08-13,1.0,14.99,Tarjeta Crédito
TXN-00805,CLI-0171,PRD-007,2024-08-13,1.0,59.99,Transferencia
TXN-02966,CLI-0168,PRD-005,2024-08-13,2.0,899.98,Tarjeta Crédito
TXN-00921,CLI-0083,PRD-006,2024-08-13,1.0,249.99,Tarjeta Débito
